baker,series,episode,result,signature_bake,show_stopper,baker_age,baker_occupation,hometown,technical
Nancy,5,6,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1
Nancy,5,7,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2
Nancy,5,8,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3
Nancy,5,9,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3
Nancy,5,10,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1
Natasha,3,1,OUT,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,36,Midwife,"Tamworth, Staffordshire",12
Natasha,3,2,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,3,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,4,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,5,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,6,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,7,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,8,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,9,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Natasha,3,10,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA
Norman,5,1,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,66,Retired Naval Officer,"Portknockie, Moray",11
Norman,5,2,IN,Farthing Biscuits,Zulu Boats at Dawn,66,Retired Naval Officer,"Portknockie, Moray",10
Norman,5,3,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,66,Retired Naval Officer,"Portknockie, Moray",4
Norman,5,4,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,66,Retired Naval Officer,"Portknockie, Moray",8
Norman,5,5,OUT,Tarte au Citron,Pieful Tower,66,Retired Naval Officer,"Portknockie, Moray",5
Norman,5,6,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA
Norman,5,7,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA
Norman,5,8,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA
Norman,5,9,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA
Norman,5,10,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA
Paul,6,1,IN,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,49,Prison governor,"Swansea, Wales",10
Paul,6,2,IN,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,49,Prison governor,"Swansea, Wales",10
Paul,6,3,IN,Cranberry and Orange Sweet Soda Breads,King of the Jungle,49,Prison governor,"Swansea, Wales",10
Paul,6,4,IN,Almond Crème Brûlées,Berry Cheesecake Tower,49,Prison governor,"Swansea, Wales",1
Paul,6,5,IN,Carrot & Pecan Cake,Dessert Island Getaway,49,Prison governor,"Swansea, Wales",2
Paul,6,6,IN,Christmas Frangipane Tart,Savoury and Sweet Bouchées,49,Prison governor,"Swansea, Wales",5
Paul,6,7,IN,Not a Boaring Pie,Charlotte Rose,49,Prison governor,"Swansea, Wales",2
Paul,6,8,OUT,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,49,Prison governor,"Swansea, Wales",5
Paul,6,9,NA,NA,NA,49,Prison governor,"Swansea, Wales",NA
Paul,6,10,NA,NA,NA,49,Prison governor,"Swansea, Wales",NA
Peter,3,1,IN,"Pear, Muscat & Chocolate",Jubilee Cake,43,Sales manager,"Windsor, Berkshire",3
Peter,3,2,OUT,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",43,Sales manager,"Windsor, Berkshire",11
Peter,8,1,OUT,Coconut Cake,'Bread on a Breadboard' Cake,52,IT programme manager,"Southend, Essex",10
Peter,8,2,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,3,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,4,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,5,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,6,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,7,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,8,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,9,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,8,10,NA,NA,NA,52,IT programme manager,"Southend, Essex",NA
Peter,3,3,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,4,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,5,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,6,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,7,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,8,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,9,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Peter,3,10,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",NA
Phil,10,1,IN,NA,NA,56,HGV driver,Rainham,8
Phil,10,2,IN,NA,NA,56,HGV driver,Rainham,3
Phil,10,3,IN,NA,NA,56,HGV driver,Rainham,10
Phil,10,4,OUT,NA,NA,56,HGV driver,Rainham,6
Phil,10,5,NA,NA,NA,56,HGV driver,Rainham,NA
Phil,10,6,NA,NA,NA,56,HGV driver,Rainham,NA
Phil,10,7,NA,NA,NA,56,HGV driver,Rainham,NA
Phil,10,8,NA,NA,NA,56,HGV driver,Rainham,NA
Phil,10,9,NA,NA,NA,56,HGV driver,Rainham,NA
Phil,10,10,NA,NA,NA,56,HGV driver,Rainham,NA
Priya,10,1,IN,NA,NA,34,Marketing consultant,Leicester,7
Priya,10,2,IN,NA,NA,34,Marketing consultant,Leicester,7
Priya,10,3,IN,NA,NA,34,Marketing consultant,Leicester,4
Priya,10,4,IN,NA,NA,34,Marketing consultant,Leicester,10
Priya,10,5,IN,NA,NA,34,Marketing consultant,Leicester,2
Priya,10,6,OUT,NA,NA,34,Marketing consultant,Leicester,7
Priya,10,7,NA,NA,NA,34,Marketing consultant,Leicester,NA
Priya,10,8,NA,NA,NA,34,Marketing consultant,Leicester,NA
Priya,10,9,NA,NA,NA,34,Marketing consultant,Leicester,NA
Priya,10,10,NA,NA,NA,34,Marketing consultant,Leicester,NA
Rahul,9,1,IN,NA,NA,30,Research scientist,Rotherham,7
Rahul,9,2,STAR BAKER,NA,NA,30,Research scientist,Rotherham,2
Rahul,9,3,STAR BAKER,NA,NA,30,Research scientist,Rotherham,4
Rahul,9,4,IN,NA,NA,30,Research scientist,Rotherham,4
Rahul,9,5,IN,NA,NA,30,Research scientist,Rotherham,3
Rahul,9,6,IN,NA,NA,30,Research scientist,Rotherham,3
Rahul,9,7,IN,NA,NA,30,Research scientist,Rotherham,1
Rahul,9,8,IN,NA,NA,30,Research scientist,Rotherham,5
Rahul,9,9,IN,NA,NA,30,Research scientist,Rotherham,4
Rahul,9,10,WINNER,NA,NA,30,Research scientist,Rotherham,2
Rav,7,1,IN,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,28,Student support,Erith,8
Rav,7,2,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,28,Student support,Erith,6
Rav,7,3,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,28,Student support,Erith,10
Rav,7,4,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,28,Student support,Erith,9
Rav,7,5,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,28,Student support,Erith,8
Rav,7,6,OUT,Mandarin Margarita Meringue Pie,Blossom Cake,28,Student support,Erith,3
Rav,7,7,NA,NA,NA,28,Student support,Erith,NA
Rav,7,8,NA,NA,NA,28,Student support,Erith,NA
Rav,7,9,NA,NA,NA,28,Student support,Erith,NA
Rav,7,10,NA,NA,NA,28,Student support,Erith,NA
Richard,5,1,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,38,Builder,"Mill Hill, London",10
Richard,5,2,STAR BAKER,Rosemary Seeded Crackers,Pirates!,38,Builder,"Mill Hill, London",1
Richard,5,3,IN,Rye and Cranberry Rolls,Pesto Pinwheel,38,Builder,"Mill Hill, London",6
Richard,5,4,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,38,Builder,"Mill Hill, London",5
Richard,5,5,IN,Fig and Orange Tart,Three Course Autumn Pie Feast,38,Builder,"Mill Hill, London",7
Richard,5,6,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,38,Builder,"Mill Hill, London",5
Richard,5,7,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",38,Builder,"Mill Hill, London",1
Richard,5,8,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,38,Builder,"Mill Hill, London",4
Richard,5,9,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,38,Builder,"Mill Hill, London",2
Richard,5,10,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,38,Builder,"Mill Hill, London",3
Robert,2,1,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache,25,Photographer,London,3
Robert,2,2,IN,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",25,Photographer,London,5
Robert,2,3,IN,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,25,Photographer,London,4
Robert,2,4,IN,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,25,Photographer,London,7
Robert,2,5,OUT,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,25,Photographer,London,3
Robert,4,1,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake,54,Space Satellite Designer,"Melbourn, Cambridgeshire",1
Robert,4,2,IN,Twisty Rye Bread Sticks,Tribute Loaf,54,Space Satellite Designer,"Melbourn, Cambridgeshire",5
Robert,4,3,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,54,Space Satellite Designer,"Melbourn, Cambridgeshire",2
Robert,4,4,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,54,Space Satellite Designer,"Melbourn, Cambridgeshire",3
Robert,4,5,OUT,Blueberry & Orange Traybake,Dalek,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4
Robert,2,6,NA,NA,NA,25,Photographer,London,NA
Robert,2,7,NA,NA,NA,25,Photographer,London,NA
Robert,2,8,NA,NA,NA,25,Photographer,London,NA
Robert,4,6,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA
Robert,4,7,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA
Robert,4,8,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA
Robert,4,9,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA
Robert,4,10,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire",NA
Rosie,10,1,IN,NA,NA,28,Veterinary surgeon,Somerset,2
Rosie,10,2,IN,NA,NA,28,Veterinary surgeon,Somerset,5
Rosie,10,3,IN,NA,NA,28,Veterinary surgeon,Somerset,9
Rosie,10,4,IN,NA,NA,28,Veterinary surgeon,Somerset,4
Rosie,10,5,IN,NA,NA,28,Veterinary surgeon,Somerset,5
Rosie,10,6,IN,NA,NA,28,Veterinary surgeon,Somerset,5
Rosie,10,7,IN,NA,NA,28,Veterinary surgeon,Somerset,1
Rosie,10,8,IN,NA,NA,28,Veterinary surgeon,Somerset,2
Rosie,10,9,OUT,NA,NA,28,Veterinary surgeon,Somerset,1
Rosie,10,10,NA,NA,NA,28,Veterinary surgeon,Somerset,NA
Ruby,4,1,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,20,History of Art and Philosophy Student,"Southend, Essex",12
Ruby,4,2,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,20,History of Art and Philosophy Student,"Southend, Essex",3
Ruby,4,3,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,20,History of Art and Philosophy Student,"Southend, Essex",3
Ruby,4,4,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",20,History of Art and Philosophy Student,"Southend, Essex",6
Ruby,4,5,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,20,History of Art and Philosophy Student,"Southend, Essex",6
Ruby,4,6,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,20,History of Art and Philosophy Student,"Southend, Essex",1
Ruby,4,7,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,20,History of Art and Philosophy Student,"Southend, Essex",2
Ruby,4,8,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,20,History of Art and Philosophy Student,"Southend, Essex",1
Ruby,4,9,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",20,History of Art and Philosophy Student,"Southend, Essex",4
Ruby,4,10,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",20,History of Art and Philosophy Student,"Southend, Essex",2
Ruby,9,1,IN,NA,NA,29,Project manager,London,1
Ruby,9,2,IN,NA,NA,29,Project manager,London,10
Ruby,9,3,IN,NA,NA,29,Project manager,London,7
Ruby,9,4,IN,NA,NA,29,Project manager,London,2
Ruby,9,5,IN,NA,NA,29,Project manager,London,1
Ruby,9,6,IN,NA,NA,29,Project manager,London,7
Ruby,9,7,IN,NA,NA,29,Project manager,London,3
Ruby,9,8,STAR BAKER,NA,NA,29,Project manager,London,3
Ruby,9,9,STAR BAKER,NA,NA,29,Project manager,London,1
Ruby,9,10,Runner-up,NA,NA,29,Project manager,London,3
Ruth,1,1,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,31,Retail manager/Housewife,"Poynton, Cheshire",NA
Ruth,1,2,IN,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,31,Retail manager/Housewife,"Poynton, Cheshire",5
Ruth,1,3,IN,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels",31,Retail manager/Housewife,"Poynton, Cheshire",2
Ruth,1,4,IN,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",31,Retail manager/Housewife,"Poynton, Cheshire",4
Ruth,1,5,IN,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",31,Retail manager/Housewife,"Poynton, Cheshire",3
Ruth,1,6,Runner-up,"Mint, Ginger and Blackberry Cake",NA,31,Retail manager/Housewife,"Poynton, Cheshire",NA
Ryan,3,1,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,38,Photographer,Bristol,8
Ryan,3,2,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",38,Photographer,Bristol,5
Ryan,3,3,IN,Spiced Pear Tarte Tatin,UNKNOWN,38,Photographer,Bristol,5
Ryan,3,4,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",38,Photographer,Bristol,7
Ryan,3,5,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie,38,Photographer,Bristol,8
Ryan,3,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",38,Photographer,Bristol,6
Ryan,3,7,OUT,Lardy Cakes,Char Siu Bao,38,Photographer,Bristol,6
Ryan,3,8,NA,NA,NA,38,Photographer,Bristol,NA
Ryan,3,9,NA,NA,NA,38,Photographer,Bristol,NA
Ryan,3,10,NA,NA,NA,38,Photographer,Bristol,NA
Sandy,6,1,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,49,Child welfare officer,"Yeadon, West Yorkshire",9
Sandy,6,2,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,49,Child welfare officer,"Yeadon, West Yorkshire",4
Sandy,6,3,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,49,Child welfare officer,"Yeadon, West Yorkshire",7
Sandy,6,4,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",49,Child welfare officer,"Yeadon, West Yorkshire",6
Sandy,6,5,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA
Sandy,6,6,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA
Sandy,6,7,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA
Sandy,6,8,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA
Sandy,6,9,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA
Sandy,6,10,NA,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA
Sarah-Jane,3,1,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,28,Vicar's wife,"Bewbush, West Sussex",1
Sarah-Jane,3,2,IN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN,28,Vicar's wife,"Bewbush, West Sussex",10
Sarah-Jane,3,3,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,28,Vicar's wife,"Bewbush, West Sussex",8
Sarah-Jane,3,4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,28,Vicar's wife,"Bewbush, West Sussex",4
Sarah-Jane,3,5,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,28,Vicar's wife,"Bewbush, West Sussex",4
Sarah-Jane,3,6,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,28,Vicar's wife,"Bewbush, West Sussex",4
Sarah-Jane,3,7,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,28,Vicar's wife,"Bewbush, West Sussex",7
Sarah-Jane,3,8,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",NA
Sarah-Jane,3,9,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",NA
Sarah-Jane,3,10,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex",NA
Selasi,7,1,IN,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",30,Client service associate,London,1
Selasi,7,2,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,30,Client service associate,London,11
Selasi,7,3,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,30,Client service associate,London,5
Selasi,7,4,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,30,Client service associate,London,8
Selasi,7,5,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",30,Client service associate,London,3
Selasi,7,6,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,30,Client service associate,London,7
Selasi,7,7,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",30,Client service associate,London,6
Selasi,7,8,IN,Bouquet of Flowers,Fruity Tudor Marchpane,30,Client service associate,London,3
Selasi,7,9,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,30,Client service associate,London,4
Selasi,7,10,NA,NA,NA,30,Client service associate,London,NA
Simon,2,1,IN,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake,31,Rugby Coach,Norfolk,9
Simon,2,2,OUT,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",31,Rugby Coach,Norfolk,11
Simon,2,3,NA,NA,NA,31,Rugby Coach,Norfolk,NA
Simon,2,4,NA,NA,NA,31,Rugby Coach,Norfolk,NA
Simon,2,5,NA,NA,NA,31,Rugby Coach,Norfolk,NA
Simon,2,6,NA,NA,NA,31,Rugby Coach,Norfolk,NA
Simon,2,7,NA,NA,NA,31,Rugby Coach,Norfolk,NA
Simon,2,8,NA,NA,NA,31,Rugby Coach,Norfolk,NA
Sophie,8,1,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5
Sophie,8,2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2
Sophie,8,3,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6
Sophie,8,4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4
Sophie,8,5,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1
Sophie,8,6,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2
Sophie,8,7,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3
Sophie,8,8,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4
Sophie,8,9,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1
Sophie,8,10,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2
Stacey,8,1,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,42,Former school teacher,"Radlett, Hertfordshire",11
Stacey,8,2,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,42,Former school teacher,"Radlett, Hertfordshire",9
Stacey,8,3,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,42,Former school teacher,"Radlett, Hertfordshire",1
Stacey,8,4,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,42,Former school teacher,"Radlett, Hertfordshire",1
Stacey,8,5,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,42,Former school teacher,"Radlett, Hertfordshire",4
Stacey,8,6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,42,Former school teacher,"Radlett, Hertfordshire",6
Stacey,8,7,IN,My All Time Favourite Desserts,Pastry Surprise,42,Former school teacher,"Radlett, Hertfordshire",4
Stacey,8,8,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,42,Former school teacher,"Radlett, Hertfordshire",3
Stacey,8,9,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,42,Former school teacher,"Radlett, Hertfordshire",2
Stacey,8,10,NA,NA,NA,42,Former school teacher,"Radlett, Hertfordshire",NA
Steph,10,1,IN,NA,NA,28,Shop assistant,Chester,3
Steph,10,2,IN,NA,NA,28,Shop assistant,Chester,10
Steph,10,3,IN,NA,NA,28,Shop assistant,Chester,3
Steph,10,4,STAR BAKER,NA,NA,28,Shop assistant,Chester,1
Steph,10,5,STAR BAKER,NA,NA,28,Shop assistant,Chester,4
Steph,10,6,STAR BAKER,NA,NA,28,Shop assistant,Chester,3
Steph,10,7,IN,NA,NA,28,Shop assistant,Chester,4
Steph,10,8,STAR BAKER,NA,NA,28,Shop assistant,Chester,4
Steph,10,9,IN,NA,NA,28,Shop assistant,Chester,3
Steph,10,10,Runner-up,NA,NA,28,Shop assistant,Chester,3
Steven,8,1,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake,34,Marketer,"Watford, Hertfordshire",6
Steven,8,2,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game,34,Marketer,"Watford, Hertfordshire",6
Steven,8,3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,34,Marketer,"Watford, Hertfordshire",3
Steven,8,4,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,34,Marketer,"Watford, Hertfordshire",7
Steven,8,5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,34,Marketer,"Watford, Hertfordshire",5
Steven,8,6,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie,34,Marketer,"Watford, Hertfordshire",3
Steven,8,7,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,34,Marketer,"Watford, Hertfordshire",1
Steven,8,8,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,34,Marketer,"Watford, Hertfordshire",1
Steven,8,9,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,34,Marketer,"Watford, Hertfordshire",3
Steven,8,10,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,34,Marketer,"Watford, Hertfordshire",1
Stu,6,1,OUT,Marley Madeira Cake,Purple Forest Gâteau,35,Professional musician,"Guildford, Surrey",11
Stu,6,2,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,3,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,4,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,5,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
